iter	MultiClass
262	0.05580251004
263	0.05571387478
264	0.0556310769
265	0.05556134314
266	0.05545634999
267	0.05539183614
268	0.05526723202
269	0.0551552674
270	0.05510295737
271	0.05499988777
272	0.05491483771
273	0.05484472928
274	0.05475430535
275	0.0547210566
276	0.05458376477
277	0.05436686544
278	0.05431231569
279	0.05414186233
280	0.05404090175
281	0.05397674847
282	0.05382263508
283	0.05356942695
284	0.05349797114
285	0.05343573011
286	0.05335909516
287	0.0532671449
288	0.05313098677
289	0.05309011522
290	0.05284134699
291	0.0527982737
292	0.05270575826
293	0.05261390344
294	0.05252519524
295	0.05245755558
296	0.0523909295
297	0.05230321823
298	0.05215467862
299	0.05210038077
300	0.05199809099
301	0.05195098185
302	0.05183728498
303	0.05176596244
304	0.05166943317
305	0.0516011232
306	0.0514859977
307	0.05134368824
308	0.05127591862
309	0.05114613692
310	0.05099617981
311	0.05091769981
312	0.05089699983
313	0.05074124883
314	0.05068653973
315	0.05063958027
316	0.05057996528
317	0.05050595326
318	0.05031801604
319	0.05025478709
320	0.0501394294
321	0.05012504998
322	0.04999554743
323	0.04988826983
324	0.04984787802
325	0.04979770094
326	0.04971745778
327	0.04956367739
328	0.04940226159
329	0.04931368601
330	0.04917157562
331	0.04909314237
332	0.04903822062
333	0.04893049373
334	0.04883393106
335	0.04876130314
336	0.04873935692
337	0.04869817923
338	0.04862214479
339	0.04857844419
340	0.04838615282
341	0.04831489584
342	0.04818806565
343	0.04814726847
344	0.04806444127
345	0.0480400478
346	0.04794251561
347	0.04788792845
348	0.04782442756
349	0.04761184617
350	0.04754690128
351	0.04746236254
352	0.04743116318
353	0.04739161613
354	0.04736617646
355	0.04735189823
356	0.04728061972
357	0.04722426753
358	0.04717345068
359	0.04709794489
360	0.04704304076
361	0.04698345955
362	0.04685252962
363	0.04682792849
364	0.04677158709
365	0.0467410043
366	0.04666764893
367	0.04661541825
368	0.04655311657
369	0.04644545545
370	0.04634493936
371	0.0462674587
372	0.04618683761
373	0.04615132919
374	0.04609463596
375	0.04602742915
376	0.04597769453
377	0.0459145045
378	0.04584702948
379	0.04579998382
380	0.04567459516
381	0.04565306651
382	0.04561074901
383	0.04547629005
384	0.04538238483
385	0.04531403712
386	0.04512977331
387	0.04507954217
388	0.04497003678
389	0.04493992712
390	0.04486772841
391	0.04475543167
392	0.04471032901
393	0.04466027236
394	0.04457462078
395	0.04449244315
396	0.04442252449
397	0.04432636197
398	0.04421000034
399	0.04414850665
